SwissLipids ID	UniProtKB AC(s)	Gene name	Protein taxon	Taxon scientific name	Rhea ID	Reaction text	Evidence tag ID
SLP:000000254	Q9H5J4	ELOVL6	9606	Homo sapiens	36504	H+ + (9Z,12Z)-octadecadienoyl-CoA + malonyl-CoA => 3-oxo-(11Z,14Z)-eicosadienoyl-CoA + CoA + CO2	3106
SLP:000000250	A1L3X0	ELOVL7	9606	Homo sapiens	36476	malonyl-CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + H+ => 3-oxo-(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + CO2 + CoA	3107 | 3128
SLP:000000250	A1L3X0	ELOVL7	9606	Homo sapiens	35380	(6Z,9Z,12Z)-octadecatrienoyl-CoA + H+ + malonyl-CoA => 3-oxo-(8Z,11Z,14Z)-eicosatrienoyl-CoA + CoA + CO2	3108 | 3129
SLP:000000250	A1L3X0	ELOVL7	9606	Homo sapiens	36504	H+ + (9Z,12Z)-octadecadienoyl-CoA + malonyl-CoA => 3-oxo-(11Z,14Z)-eicosadienoyl-CoA + CoA + CO2	3109 | 3130
SLP:000000250	A1L3X0	ELOVL7	9606	Homo sapiens	36512	malonyl-CoA + H+ + (9Z)-octadecenoyl-CoA => CoA + CO2 + 3-oxo-(11Z)-eicosenoyl-CoA	3110 | 3131
SLP:000000250	A1L3X0	ELOVL7	9606	Homo sapiens	35320	octadecanoyl-CoA + H+ + malonyl-CoA => 3-oxoeicosanoyl-CoA + CoA + CO2	3111 | 3132
SLP:000000250	A1L3X0	ELOVL7	9606	Homo sapiens	35316	hexadecanoyl-CoA + malonyl-CoA + H+ => CoA + CO2 + 3-oxooctadecanoyl-CoA	3112 | 3133
SLP:000000248	Q9HB03	ELOVL3	9606	Homo sapiens	36512	malonyl-CoA + H+ + (9Z)-octadecenoyl-CoA => CoA + CO2 + 3-oxo-(11Z)-eicosenoyl-CoA	3113
SLP:000000248	Q9HB03	ELOVL3	9606	Homo sapiens	36504	H+ + (9Z,12Z)-octadecadienoyl-CoA + malonyl-CoA => 3-oxo-(11Z,14Z)-eicosadienoyl-CoA + CoA + CO2	3114
SLP:000000248	Q9HB03	ELOVL3	9606	Homo sapiens	36508	docosanoyl-CoA + malonyl-CoA + H+ => 3-oxotetracosanoyl-CoA + CoA + CO2	3115
SLP:000000254	Q9H5J4	ELOVL6	9606	Homo sapiens	36524	(9Z,12Z,15Z)-octadecatrienoyl-CoA + malonyl-CoA + H+ => 3-oxo-(11Z,14Z,17Z)-eicosatrienoyl-CoA + CO2 + CoA	3116
SLP:000000248	Q9HB03	ELOVL3	9606	Homo sapiens	36524	(9Z,12Z,15Z)-octadecatrienoyl-CoA + malonyl-CoA + H+ => 3-oxo-(11Z,14Z,17Z)-eicosatrienoyl-CoA + CO2 + CoA	3117
SLP:000000250	A1L3X0	ELOVL7	9606	Homo sapiens	36524	(9Z,12Z,15Z)-octadecatrienoyl-CoA + malonyl-CoA + H+ => 3-oxo-(11Z,14Z,17Z)-eicosatrienoyl-CoA + CO2 + CoA	3118 | 3126
SLP:000000253	Q9NYP7	ELOVL5	9606	Homo sapiens	36524	(9Z,12Z,15Z)-octadecatrienoyl-CoA + malonyl-CoA + H+ => 3-oxo-(11Z,14Z,17Z)-eicosatrienoyl-CoA + CO2 + CoA	3119 | 5048
SLP:000000255	Q9GZR5	ELOVL4	9606	Homo sapiens	36516	tetracosanoyl-CoA + malonyl-CoA + H+ => CoA + CO2 + 3-oxohexacosanoyl-CoA	3120
SLP:000000255	Q9GZR5	ELOVL4	9606	Homo sapiens	36520	malonyl-CoA + H+ + hexacosanoyl-CoA => CO2 + CoA + 3-oxooctacosanyol-CoA	3121
SLP:000000249	Q9BW60	ELOVL1	9606	Homo sapiens	36508	docosanoyl-CoA + malonyl-CoA + H+ => 3-oxotetracosanoyl-CoA + CoA + CO2	3122 | 3137 | 3144 | 3149
SLP:000000249	Q9BW60	ELOVL1	9606	Homo sapiens	36516	tetracosanoyl-CoA + malonyl-CoA + H+ => CoA + CO2 + 3-oxohexacosanoyl-CoA	3123
SLP:000000249	Q9BW60	ELOVL1	9606	Homo sapiens	36520	malonyl-CoA + H+ + hexacosanoyl-CoA => CO2 + CoA + 3-oxooctacosanyol-CoA	3124
SLP:000000257	Q9JLJ5	Elovl1	10090	Mus musculus	35328	malonyl-CoA + eicosanoyl-CoA + H+ => CoA + 3-oxodocosanoyl-CoA + CO2	3150 | 12177
SLP:000000257	Q9JLJ5	Elovl1	10090	Mus musculus	36508	docosanoyl-CoA + malonyl-CoA + H+ => 3-oxotetracosanoyl-CoA + CoA + CO2	3151 | 12178
SLP:000000249	Q9BW60	ELOVL1	9606	Homo sapiens	36528	malonyl-CoA + H+ + (11Z)-eicosenoyl-CoA => 3-oxo-(13Z)-docosenoyl-CoA + CoA + CO2	3152
SLP:000000249	Q9BW60	ELOVL1	9606	Homo sapiens	36532	malonyl-CoA + H+ + (13Z)-docosenoyl-CoA => CoA + CO2 + 3-oxo-(15Z)-tetracosenoyl-CoA	3153
SLP:000000116	Q924Z4	Cers2	10090	Mus musculus	36536	octadecasphinganine + docosanoyl-CoA => H+ + CoA + N-(docosanoyl)-sphinganine	3175 | 3236
SLP:000000118	Q9D6K9	Cers5	10090	Mus musculus	36540		hexadecanoyl-CoA + sphinganine => CoA + H+ + N-hexadecanoylsphinganine 	3171 | 3172 | 3181 | 6396
SLP:000000258	Q9JLJ4	Elovl2	10090	Mus musculus	36476	malonyl-CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + H+ => 3-oxo-(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + CO2 + CoA	3160 | 3277
SLP:000000258	Q9JLJ4	Elovl2	10090	Mus musculus	36480	malonyl-CoA + H+ + (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA => CoA + CO2 + 3-oxo-(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	3161 | 3276 | 3278
SLP:000000258	Q9JLJ4	Elovl2	10090	Mus musculus	36484	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + malonyl-CoA + H+ => CO2 + CoA + 3-oxo-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	3162 | 3275
SLP:000000258	Q9JLJ4	Elovl2	10090	Mus musculus	36492	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA + malonyl-CoA + H+ => CoA + CO2 + 3-oxo-(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	3163 | 3274 | 3279
SLP:000000115	P27545	Cers1	10090	Mus musculus	36548	octadecanoyl-CoA + sphinganine => CoA + H+ + N-(octadecanoyl)-sphinganine	3165 | 3166 | 3174 | 3260 | 6395
SLP:000000117	Q9D6J1	Cers4	10090	Mus musculus	36548	octadecanoyl-CoA + sphinganine => CoA + H+ + N-(octadecanoyl)-sphinganine	3167 | 3168 | 3188 | 3252
SLP:000000117	Q9D6J1	Cers4	10090	Mus musculus	36556	eicosanoyl-CoA + octadecasphinganine => CoA + N-(eicosanoyl)-sphinganine + H+	3169 | 3170
SLP:000000118	Q9D6K9	Cers5	10090	Mus musculus	36548	octadecanoyl-CoA + sphinganine => CoA + H+ + N-(octadecanoyl)-sphinganine	3173 | 3180
SLP:000000117	Q9D6J1	Cers4	10090	Mus musculus	36536	octadecasphinganine + docosanoyl-CoA => H+ + CoA + N-(docosanoyl)-sphinganine	3176
SLP:000000116	Q924Z4	Cers2	10090	Mus musculus	33592	tetracosanoyl-CoA + octadecasphinganine => H+ + N-(tetracosanoyl)-sphinganine + CoA	3177 | 3235
SLP:000000117	Q9D6J1	Cers4	10090	Mus musculus	33592	tetracosanoyl-CoA + octadecasphinganine => H+ + N-(tetracosanoyl)-sphinganine + CoA	3178
SLP:000000118	Q9D6K9	Cers5	10090	Mus musculus	36572	octadecasphinganine + tetradecanoyl-CoA => H+ + N-(tetradecanoyl)-sphinganine + CoA	3179
SLP:000000118	Q9D6K9	Cers5	10090	Mus musculus	36576	octadecasphinganine + (9Z)-octadecenoyl-CoA => N-(9Z-octadecenoyl)-sphinganine + CoA + H+	3182
SLP:000000119	Q8C172	Cers6	10090	Mus musculus	36572	octadecasphinganine + tetradecanoyl-CoA => H+ + N-(tetradecanoyl)-sphinganine + CoA	3183 | 3262
SLP:000000119	Q8C172	Cers6	10090	Mus musculus	36540		hexadecanoyl-CoA + sphinganine => CoA + H+ + N-hexadecanoylsphinganine 	3184 | 3261
SLP:000000119	Q8C172	Cers6	10090	Mus musculus	36548	octadecanoyl-CoA + sphinganine => CoA + H+ + N-(octadecanoyl)-sphinganine	3185 | 3263
SLP:000000116	Q924Z4	Cers2	10090	Mus musculus	33352	hexacosanoyl-CoA + octadecasphinganine => H+ + N-(hexacosanoyl)-sphinganine + CoA	3186 | 3204 | 3205 | 3255
SLP:000000115	P27545	Cers1	10090	Mus musculus	36556	eicosanoyl-CoA + octadecasphinganine => CoA + N-(eicosanoyl)-sphinganine + H+	3187
SLP:000000117	Q9D6J1	Cers4	10090	Mus musculus	33352	hexacosanoyl-CoA + octadecasphinganine => H+ + N-(hexacosanoyl)-sphinganine + CoA	3189
SLP:000000116	Q924Z4	Cers2	10090	Mus musculus	36556	eicosanoyl-CoA + octadecasphinganine => CoA + N-(eicosanoyl)-sphinganine + H+	3201 | 3202
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	36548	octadecanoyl-CoA + sphinganine => CoA + H+ + N-(octadecanoyl)-sphinganine	3217
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	36536	octadecasphinganine + docosanoyl-CoA => H+ + CoA + N-(docosanoyl)-sphinganine	3219
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	33592	tetracosanoyl-CoA + octadecasphinganine => H+ + N-(tetracosanoyl)-sphinganine + CoA	3221 | 3228
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	33352	hexacosanoyl-CoA + octadecasphinganine => H+ + N-(hexacosanoyl)-sphinganine + CoA	3222 | 3224
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	36676	octadecasphinganine + octacosanoyl-CoA => H+ + CoA + N-(octacosanoyl)-sphinganine	3225 | 3227
SLP:000000259	Q8IU89	CERS3	9606	Homo sapiens	36676	octadecasphinganine + octacosanoyl-CoA => H+ + CoA + N-(octacosanoyl)-sphinganine	3230 | 3231
SLP:000000259	Q8IU89	CERS3	9606	Homo sapiens	33352	hexacosanoyl-CoA + octadecasphinganine => H+ + N-(hexacosanoyl)-sphinganine + CoA	3232 | 3233
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	36556	eicosanoyl-CoA + octadecasphinganine => CoA + N-(eicosanoyl)-sphinganine + H+	3237 | 3243 | 12123
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	36536	octadecasphinganine + docosanoyl-CoA => H+ + CoA + N-(docosanoyl)-sphinganine	3238 | 3244 | 3250
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	33352	hexacosanoyl-CoA + octadecasphinganine => H+ + N-(hexacosanoyl)-sphinganine + CoA	3240 | 3246 | 12121
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	36720	octadecasphinganine + hexacosenoyl-CoA => N-hexacosenoylsphinganine + H+ + CoA	3242
SLP:000000261	Q8N5B7	CERS5	9606	Homo sapiens	36540		hexadecanoyl-CoA + sphinganine => CoA + H+ + N-hexadecanoylsphinganine 	3251 | 3267 | 10790 | 11240 | 18208
SLP:000000116	Q924Z4	Cers2	10090	Mus musculus	36716	sphinganine + tetracosenoyl-CoA =&gt; CoA + H+ + N-tetracosenoylsphinganine	3254
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	36616	2-hydroxyoctadecanoyl-CoA + octadecasphinganine => N-(2-hydroxyoctadecanoyl)sphinganine + CoA + H+	3256
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	36628	octadecasphinganine + 2-hydroxytetracosanoyl-CoA => N-(2-hydroxytetracosanoyl)sphinganine + CoA + H+	3257
SLP:000000260	Q1A3B0	Cers3	10090	Mus musculus	36620	2-hydroxydocosanoyl-CoA + octadecasphinganine => CoA + N-(2-hydroxydocosanoyl)sphinganine + H+	3258
SLP:000000115	P27545	Cers1	10090	Mus musculus	36616	2-hydroxyoctadecanoyl-CoA + octadecasphinganine => N-(2-hydroxyoctadecanoyl)sphinganine + CoA + H+	3259
SLP:000000261	Q8N5B7	CERS5	9606	Homo sapiens	36648	2-hydroxyhexadecanoyl-CoA + octadecasphinganine => N-(2-hydroxyhexadecanoyl)sphinganine + CoA + H+	3268
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	36628	octadecasphinganine + 2-hydroxytetracosanoyl-CoA => N-(2-hydroxytetracosanoyl)sphinganine + CoA + H+	3269
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	36620	2-hydroxydocosanoyl-CoA + octadecasphinganine => CoA + N-(2-hydroxydocosanoyl)sphinganine + H+	3270
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	36768	octadecasphinganine + 2-hydroxy-tetracosenoyl-CoA => N-2-hydroxy-tetracosenoylsphinganine + CoA + H+	3271
SLP:000000256	Q96G23	CERS2	9606	Homo sapiens	36740	tetracosanoyl-CoA + heptadecasphingosine => N-tetracosanoyl-heptadecasphingosine + CoA + H+	3272
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36808	octacosanoyl-CoA + H+ + malonyl-CoA => 3-oxotriacontanoyl-CoA + CO2 + CoA	3280 | 3281 | 12420
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36520	malonyl-CoA + H+ + hexacosanoyl-CoA => CO2 + CoA + 3-oxooctacosanyol-CoA	3282 | 3283 | 12419
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36820	H+ + malonyl-CoA + (11Z,14Z,17Z,20Z,23Z)-hexacosapentaenoyl-CoA => CoA + CO2 + 3-oxo-(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoyl-CoA	3284 | 3285 | 3335
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36844	(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoyl-CoA + H+ + malonyl-CoA => 3-oxo-(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoyl-CoA + CO2 + CoA	3286 | 3287 | 3334 | 3446
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36852	(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoyl-CoA + H+ + malonyl-CoA => CoA + CO2 + 3-oxo-(17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoyl-CoA	3288 | 3289 | 3333 | 3447
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36860	H+ + malonyl-CoA + (17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoyl-CoA => CoA + 3-oxo-(19Z,22Z,25Z,28Z,31Z)-tetratriacontapentaenoyl-CoA + CO2	3290 | 3291 | 3332 | 3450
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36872	malonyl-CoA + H+ + (19Z,22Z,25Z,28Z,31Z)-tetratriacontapentaenoyl-CoA => CoA + CO2 + 3-oxo-(21Z,24Z,27Z,30Z,33Z)-hexatriacontapentaenoyl-CoA	3292 | 3293 | 3331 | 12421
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36876	malonyl-CoA + H+ + (21Z,24Z,27Z,30Z,33Z)-hexatriacontapentaenoyl-CoA => CoA + 3-oxo-(23Z,26Z,29Z,32Z,35Z)-octatriacontapentaenoyl-CoA + CO2	3294
SLP:000000265	Q9NEQ0	fat-1	6239	Caenorhabditis elegans	36884	(8Z,11Z,14Z)-eicosatrienoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H+ + O2 => (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3341 | 3344
SLP:000000265	Q9NEQ0	fat-1	6239	Caenorhabditis elegans	36868	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H+ + O2 => (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3340 | 3343 | 5052
SLP:000000135	Q19468	mboa-7	6239	Caenorhabditis elegans	36840	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + 1-octadecanoyl-sn-glycero-3-phospho-1D-myo-inositol => 1-octadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phospho-1D-myo-inositol + CoA	3358
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36908	malonyl-CoA + (11Z,14Z,17Z,20Z)-hexacosatetraenoyl-CoA + H+ => CO2 + 3-oxo-(13Z,16Z,19Z,22Z)-octacosatetraenoyl-CoA + CoA	3299
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36912	malonyl-CoA + (13Z,16Z,19Z,22Z)-octacosatetraenoyl-CoA + H+ => CO2 + CoA + 3-oxo-(15Z,18Z,21Z,24Z)-triacontatetraenoyl-CoA	3300
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36916	malonyl-CoA + H+ + (15Z,18Z,21Z,24Z)-triacontatetraenoyl-CoA => CO2 + 3-oxo-(17Z,20Z,23Z,26Z)-dotriacontatetraenoyl-CoA + CoA	3301 | 3448
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36920	malonyl-CoA + (17Z,20Z,23Z,26Z)-dotriacontatetraenoyl-CoA + H+ => CoA + CO2 + 3-oxo-(19Z,22Z,25Z,28Z)-tetratriacontatetraenoyl-CoA	3302
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36924	H+ + malonyl-CoA + (19Z,22Z,25Z,28Z)-tetratriacontatetraenoyl-CoA => 3-oxo-(21Z,24Z,27Z,30Z)-hexatriacontatetraenoyl-CoA + CO2 + CoA	3303
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36928	(21Z,24Z,27Z,30Z)-hexatriacontatetraenoyl-CoA + malonyl-CoA + H+ => 3-oxo-(23Z,26Z,29Z,32Z)-octatriacontatetraenoyl-CoA + CoA + CO2	3304
SLP:000000269	G5ED44	fat-5	6239	Caenorhabditis elegans	36932	2 [Fe(II)-cytochrome b5] + 2 H(+) + hexadecanoyl-CoA + O2 => (9Z)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3305
SLP:000000271	G5EGH6	fat-7	6239	Caenorhabditis elegans	36932	2 [Fe(II)-cytochrome b5] + 2 H(+) + hexadecanoyl-CoA + O2 => (9Z)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3309
SLP:000000270	G5EGN2	fat-6	6239	Caenorhabditis elegans	36936	(11E)-octadecenoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H+ + O2 => (9Z,11E)-octadecadienoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3310
SLP:000000271	G5EGH6	fat-7	6239	Caenorhabditis elegans	36936	(11E)-octadecenoyl-CoA + 2 [Fe(II)-cytochrome b5] + 2 H+ + O2 => (9Z,11E)-octadecadienoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3311
SLP:000000269	G5ED44	fat-5	6239	Caenorhabditis elegans	36940	2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 + tetradecanoyl-CoA => (9Z)-tetradecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3314
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36944	malonyl-CoA + (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + H+ => CO2 + CoA + 3-oxo-(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	3312
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36948	malonyl-CoA + H+ + (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA => CO2 + 3-oxo-(8Z,11Z,14Z,17Z,20Z,23Z)-hexacosahexaenoyl-CoA + CoA	3313 | 3325
SLP:000000269	G5ED44	fat-5	6239	Caenorhabditis elegans	36956	2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 + pentadecanoyl-CoA => (9Z)-pentadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3315
SLP:000000269	G5ED44	fat-5	6239	Caenorhabditis elegans	36952	2 [Fe(II)-cytochrome b5] + 2 H(+) + heptadecanoyl-CoA + O2 => (9Z)-heptadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3316
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36964	H+ + malonyl-CoA + (8Z,11Z,14Z,17Z,20Z,23Z)-hexacosahexaenoyl-CoA => CoA + 3-oxo-(10Z,13Z,16Z,19Z,22Z,25Z)-octacosahexaenoyl-CoA + CO2	3317
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36968	(10Z,13Z,16Z,19Z,22Z,25Z)-octacosahexaenoyl-CoA + malonyl-CoA + H+ => CoA + CO2 + 3-oxo-(12Z,15Z,18Z,21Z,24Z,27Z)-triacontahexaenoyl-CoA	3318
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36980	malonyl-CoA + (12Z,15Z,18Z,21Z,24Z,27Z)-triacontahexaenoyl-CoA + H+ => CO2 + 3-oxo-(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoyl-CoA + CoA	3319 | 3320 | 3326
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36984	(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoyl-CoA + malonyl-CoA + H+ => 3-oxo-(16Z,19Z,22Z,25Z,28Z,31Z)-tetratriacontahexaenoyl-CoA + CO2 + CoA	3321 | 3322 | 3327
SLP:000000264	Q9EQC4	Elovl4	10090	Mus musculus	36996	(16Z,19Z,22Z,25Z,28Z,31Z)-tetratriacontahexaenoyl-CoA + malonyl-CoA + H+ => CO2 + 3-oxo-(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoyl-CoA + CoA	3323 | 3324
SLP:000000255	Q9GZR5	ELOVL4	9606	Homo sapiens	36980	malonyl-CoA + (12Z,15Z,18Z,21Z,24Z,27Z)-triacontahexaenoyl-CoA + H+ => CO2 + 3-oxo-(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoyl-CoA + CoA	3328
SLP:000000255	Q9GZR5	ELOVL4	9606	Homo sapiens	36984	(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoyl-CoA + malonyl-CoA + H+ => 3-oxo-(16Z,19Z,22Z,25Z,28Z,31Z)-tetratriacontahexaenoyl-CoA + CO2 + CoA	3329
SLP:000000255	Q9GZR5	ELOVL4	9606	Homo sapiens	36916	malonyl-CoA + H+ + (15Z,18Z,21Z,24Z)-triacontatetraenoyl-CoA => CO2 + 3-oxo-(17Z,20Z,23Z,26Z)-dotriacontatetraenoyl-CoA + CoA	3336
SLP:000000255	Q9GZR5	ELOVL4	9606	Homo sapiens	36852	(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoyl-CoA + H+ + malonyl-CoA => CoA + CO2 + 3-oxo-(17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoyl-CoA	3337
SLP:000000270	G5EGN2	fat-6	6239	Caenorhabditis elegans	36952	2 [Fe(II)-cytochrome b5] + 2 H(+) + heptadecanoyl-CoA + O2 => (9Z)-heptadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3338
SLP:000000271	G5EGH6	fat-7	6239	Caenorhabditis elegans	36952	2 [Fe(II)-cytochrome b5] + 2 H(+) + heptadecanoyl-CoA + O2 => (9Z)-heptadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3339
SLP:000000273	D4A612	Elovl2	10116	Rattus norvegicus	36492	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA + malonyl-CoA + H+ => CoA + CO2 + 3-oxo-(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	3349 | 4425
SLP:000000273	D4A612	Elovl2	10116	Rattus norvegicus	36484	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + malonyl-CoA + H+ => CO2 + CoA + 3-oxo-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	3350 | 13465
SLP:000000273	D4A612	Elovl2	10116	Rattus norvegicus	36476	malonyl-CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + H+ => 3-oxo-(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + CO2 + CoA	3351
SLP:000000273	D4A612	Elovl2	10116	Rattus norvegicus	36480	malonyl-CoA + H+ + (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA => CoA + CO2 + 3-oxo-(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	3352
SLP:000000274	Q920L7	Elovl5	10116	Rattus norvegicus	36476	malonyl-CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + H+ => 3-oxo-(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA + CO2 + CoA	3353
SLP:000000274	Q920L7	Elovl5	10116	Rattus norvegicus	36484	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + malonyl-CoA + H+ => CO2 + CoA + 3-oxo-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	3354 | 13466
SLP:000000135	Q19468	mboa-7	6239	Caenorhabditis elegans	37012	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + 1-acyl-sn-glycero-3-phospho-1D-myo-inositol => 1-acyl-2-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-sn-glycero-3-phospho-D-myo-inositol + CoA	3364
SLP:000000135	Q19468	mboa-7	6239	Caenorhabditis elegans	37016	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-acyl-sn-glycero-3-phospho-1D-myo-inositol => CoA + 1-acyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol(1-)	3361 | 3362
SLP:000000131	Q96N66	MBOAT7	9606	Homo sapiens	37016	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-acyl-sn-glycero-3-phospho-1D-myo-inositol => CoA + 1-acyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol(1-)	3363 | 3366 | 3374 | 4939
SLP:000000275	O95864	FADS2	9606	Homo sapiens	37024	2 [Fe(II)-cytochrome b5] + 2 H+ + hexadecanoyl-CoA + O2 => (6Z)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3369
SLP:000000276	P38703	LAG1	559292	Saccharomyces cerevisiae S288c	33592	tetracosanoyl-CoA + octadecasphinganine => H+ + N-(tetracosanoyl)-sphinganine + CoA	12096
SLP:000000276	P38703	LAG1	559292	Saccharomyces cerevisiae S288c	33352	hexacosanoyl-CoA + octadecasphinganine => H+ + N-(hexacosanoyl)-sphinganine + CoA	12095
SLP:000000277	P28496	LAC1	559292	Saccharomyces cerevisiae S288c	33352	hexacosanoyl-CoA + octadecasphinganine => H+ + N-(hexacosanoyl)-sphinganine + CoA	12065
SLP:000000270	G5EGN2	fat-6	6239	Caenorhabditis elegans	36932	2 [Fe(II)-cytochrome b5] + 2 H(+) + hexadecanoyl-CoA + O2 => (9Z)-hexadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O	3375
